source,tag,comparison,radius,metric_type,threshold,window,pca_group,dtw_score
MSV,Frontliners,Confirmed Cases,30,,,,,105.130935426948
,,Active Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,105.15694441342644
,,Confirmed Cases,7,Network Density,0.4,15day,MSVSymptoms-0.5,105.25948717948718
MSV,sipon,Confirmed Cases,50,,,,,105.31815552062552
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,105.5791572252926
MSV,Frontliners,Active Cases,30,,,,,105.7718992561071
MSV,social distancing,Confirmed Cases,20,,,,,106.03451590652632
,,Active Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,106.29364405833344
,,Active Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,106.31741742412396
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,106.537205742646
MSV,work from home,Active Cases,50,,,,,106.588907172477
MSV,lagnat,Active Cases,30,,,,,106.64139185822242
MSV,masks,Active Cases,15,,,,,106.71601711389891
MSV,ubo,Confirmed Cases,50,,,,,106.94452575702869
MSV,masks,Confirmed Cases,30,,,,,107.00176722408084
MSV,social distancing,Active Cases,30,,,,,107.08660652931265
,,Confirmed Cases,20,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,107.14384615384613
MSV,Frontliners,Active Cases,20,,,,,107.19114835592504
MSV,ecq,Active Cases,7,,,,,107.57600675045498
RSV,headache,Confirmed Cases,7,,,,,107.61999367232951
MSV,fever,Active Cases,15,,,,,107.71921162382785
,,Active Cases,20,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,107.72488107733874
MSV,social distancing,Confirmed Cases,15,,,,,107.95370767796724
MSV,headache,Active Cases,7,,,,,108.33966444053908
MSV,sipon,Active Cases,50,,,,,108.7233339098819
MSV,Frontliners,Active Cases,15,,,,,108.74258097228235
MSV,cough,Active Cases,30,,,,,108.89448695250316
MSV,lagnat,Active Cases,20,,,,,109.14187972718966
MSV,flu,Active Cases,20,,,,,109.19544509517831
MSV,cough,Confirmed Cases,50,,,,,109.31109049674365
MSV,social distancing,Active Cases,20,,,,,109.46580421697143
MSV,Quarantine,Confirmed Cases,7,,,,,109.82654481581
MSV,Frontliners,Confirmed Cases,20,,,,,109.8875075796891
MSV,flu,Confirmed Cases,50,,,,,109.94762014622862
MSV,masks,Active Cases,7,,,,,110.31758439483548
MSV,face shield,Confirmed Cases,30,,,,,110.51064187032836
MSV,lagnat,Active Cases,15,,,,,110.58164148597044
,,Active Cases,15,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,110.7012876154177
,,Confirmed Cases,15,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,110.78141025641024
MSV,social distancing,Active Cases,15,,,,,110.8231953808082
MSV,social distancing,Confirmed Cases,7,,,,,111.56653268323132
MSV,masks,Confirmed Cases,20,,,,,112.52698207347628
MSV,headache,Confirmed Cases,20,,,,,112.69232362238505
MSV,Frontliners,Confirmed Cases,15,,,,,112.99954619103944
MSV,lagnat,Active Cases,7,,,,,113.1433801213388
MSV,fever,Confirmed Cases,30,,,,,113.36301806454178
MSV,face shield,Active Cases,20,,,,,113.77014678824666
MSV,rashes,Active Cases,50,,,,,114.60047827648044
MSV,social distancing,Active Cases,7,,,,,114.64895787291834
MSV,Frontliners,Active Cases,7,,,,,114.83798195998268
MSV,fever,Active Cases,7,,,,,115.19741290338658
MSV,flu,Active Cases,15,,,,,115.46794067179754
MSV,masks,Confirmed Cases,15,,,,,115.57902766775626
MSV,work from home,Confirmed Cases,50,,,,,115.71731349156298
MSV,ubo,Confirmed Cases,30,,,,,116.13523603197484
MSV,ubo,Active Cases,50,,,,,116.33139867156396
,,Confirmed Cases,30,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,116.83982905982911
MSV,Frontliners,Confirmed Cases,7,,,,,117.06551437994614
,,Confirmed Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,117.14217948717943
MSV,headache,Confirmed Cases,15,,,,,117.42405290960184
,,Active Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,117.69219316464569
MSV,work from home,Active Cases,30,,,,,117.69954202636414
MSV,face shield,Active Cases,15,,,,,119.71793307144846
MSV,sipon,Active Cases,30,,,,,120.28345030416226
MSV,cough,Active Cases,20,,,,,120.68579745379428
MSV,ubo,Active Cases,30,,,,,121.2037190625692
MSV,masks,Confirmed Cases,7,,,,,122.63411762790176
MSV,face shield,Confirmed Cases,20,,,,,122.69884372993828
MSV,ubo,Confirmed Cases,20,,,,,122.83556083828722
MSV,fever,Confirmed Cases,20,,,,,123.3988999443456
MSV,ubo,Active Cases,20,,,,,123.8346534570227
MSV,work from home,Active Cases,20,,,,,123.94964193657654
MSV,sipon,Confirmed Cases,30,,,,,124.4019040478982
MSV,flu,Active Cases,7,,,,,124.8391061688677
,,Confirmed Cases,20,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,125.88683760683774
MSV,rashes,Active Cases,30,,,,,126.04949879012142
MSV,sipon,Active Cases,20,,,,,126.27475253619583
MSV,ubo,Active Cases,15,,,,,126.41666981493152
MSV,ubo,Confirmed Cases,15,,,,,126.57804174710552
MSV,cough,Active Cases,15,,,,,127.34222243234323
MSV,work from home,Active Cases,15,,,,,127.46442203432882
MSV,face shield,Confirmed Cases,15,,,,,127.8287855033163
MSV,headache,Confirmed Cases,7,,,,,128.43485234864295
MSV,fever,Confirmed Cases,15,,,,,128.44459770128097
MSV,rashes,Confirmed Cases,50,,,,,128.7293635348431
MSV,flu,Confirmed Cases,30,,,,,129.09545061251146
MSV,face shield,Active Cases,7,,,,,129.691397359995
MSV,ubo,Active Cases,7,,,,,129.79921642234626
MSV,sipon,Active Cases,15,,,,,130.14777448948558
,,Confirmed Cases,15,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,131.58512820512826
MSV,ubo,Confirmed Cases,7,,,,,132.74191504418656
MSV,rashes,Active Cases,20,,,,,133.32607976454003
MSV,work from home,Active Cases,7,,,,,133.41020942089023
MSV,work from home,Confirmed Cases,30,,,,,133.4935840115029
MSV,cough,Confirmed Cases,30,,,,,133.69829373170344
MSV,sipon,Confirmed Cases,20,,,,,135.53996066781153
MSV,rashes,Active Cases,15,,,,,136.4739130098305
MSV,sipon,Active Cases,7,,,,,137.1396509146758
MSV,fever,Confirmed Cases,7,,,,,137.62544440113743
MSV,cough,Active Cases,7,,,,,137.64062091713873
MSV,flu,Confirmed Cases,20,,,,,137.65665016582994
MSV,face shield,Confirmed Cases,7,,,,,138.99399423133548
MSV,sipon,Confirmed Cases,15,,,,,141.0478282105721
,,Confirmed Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,141.5633333333333
MSV,rashes,Active Cases,7,,,,,141.96678142431085
MSV,work from home,Confirmed Cases,20,,,,,142.17171666702114
MSV,flu,Confirmed Cases,15,,,,,142.33452062689378
MSV,rashes,Confirmed Cases,30,,,,,143.481745354806
MSV,cough,Confirmed Cases,20,,,,,146.181839837958
MSV,work from home,Confirmed Cases,15,,,,,146.9732403653483
MSV,flu,Confirmed Cases,7,,,,,150.79740689837803
MSV,sipon,Confirmed Cases,7,,,,,151.28361885227943
MSV,cough,Confirmed Cases,15,,,,,153.1252499684645
MSV,rashes,Confirmed Cases,20,,,,,153.49909167236854
MSV,work from home,Confirmed Cases,7,,,,,155.17689322382626
MSV,rashes,Confirmed Cases,15,,,,,159.28601278648222
MSV,cough,Confirmed Cases,7,,,,,161.33542360721526
MSV,rashes,Confirmed Cases,7,,,,,168.43443925137086
